"01024"	1078
"00806"	862
"00756"	1094
"00582"	1081
"00545"	872
"00527"	829
"00480"	1110
"00430"	868
"00404"	895
"00358"	936
"00351"	867
"00338"	850
"00327"	1095
"00306"	863
"00297"	1077
"00294"	1059
"00291"	1086
"00289"	1080
"00288"	860
"00249"	1083
"00244"	861
"00238"	873
"00225"	828
"00220"	1092
"00220"	1033
"00214"	927
"00213"	1056
"00211"	820
"00205"	1022
"00205"	836
"00197"	1072
"00186"	1008
"00185"	1104
"00175"	984
"00164"	831
"00158"	1020
"00157"	833
"00154"	877
"00152"	854
"00150"	834
"00147"	1082
"00145"	864
"00141"	835
"00136"	1099
"00135"	1035
"00134"	865
"00130"	940
"00130"	907
"00129"	1087
"00125"	1025
"00122"	909
"00121"	866
"00116"	975
"00115"	875
"00114"	1068
"00112"	830
"00106"	1037
"00106"	886
"00105"	823
"00103"	1060
"00096"	824
"00093"	825
"00092"	1089
"00091"	903
"00089"	1066
"00089"	1009
"00088"	996
"00088"	876
"00086"	1098
"00083"	1028
"00083"	941
"00083"	939
"00079"	949
"00078"	1096
"00077"	1047
"00077"	964
"00072"	1084
"00072"	1030
"00071"	857
"00070"	945
"00070"	883
"00069"	1075
"00069"	1038
"00068"	881
"00063"	1079
"00063"	933
"00061"	819
"00059"	840
"00058"	1111
"00058"	1091
"00058"	993
"00056"	1100
"00054"	879
"00054"	871
"00053"	870
"00053"	818
"00053"	815
"00050"	974
"00050"	869
"00050"	844
"00048"	1121
"00048"	839
"00047"	985
"00047"	937
"00047"	878
"00046"	1076
"00046"	1070
"00045"	1074
"00043"	1001
"00043"	965
"00042"	1126
"00042"	1044
"00041"	1053
"00041"	880
"00040"	912
"00039"	952
"00037"	1052
"00037"	1051
"00037"	999
"00037"	906
"00037"	838
"00036"	1103
"00036"	995
"00036"	942
"00036"	822
"00036"	169
"00035"	1116
"00035"	1024
"00035"	282
"00033"	1054
"00033"	899
"00032"	1049
"00032"	986
"00031"	921
"00031"	826
"00030"	1123
"00030"	1093
"00030"	1088
"00030"	520
"00029"	916
"00028"	1085
"00028"	898
"00027"	1107
"00026"	1125
"00026"	960
"00026"	855
"00025"	1117
"00025"	1055
"00025"	1004
"00025"	841
"00024"	1046
"00024"	1016
"00023"	1115
"00023"	1042
"00023"	967
"00023"	966
"00023"	896
"00022"	1150
"00022"	1003
"00022"	938
"00021"	1026
"00021"	992
"00021"	858
"00021"	817
"00020"	1027
"00020"	1011
"00020"	929
"00020"	832
"00019"	1131
"00019"	1050
"00019"	375
"00018"	1036
"00018"	918
"00018"	902
"00018"	859
"00018"	774
"00017"	1122
"00017"	1048
"00017"	194
"00016"	1097
"00016"	1065
"00016"	944
"00016"	663
"00015"	1109
"00015"	1061
"00015"	905
"00015"	900
"00015"	674
"00015"	460
"00015"	316
"00015"	300
"00015"	260
"00014"	1015
"00014"	988
"00014"	917
"00014"	90
"00013"	1021
"00013"	1002
"00013"	947
"00013"	719
"00013"	634
"00013"	621
"00013"	382
"00013"	364
"00013"	251
"00013"	155
"00012"	943
"00012"	417
"00012"	278
"00012"	252
"00011"	1203
"00011"	1151
"00011"	1135
"00011"	950
"00011"	935
"00011"	897
"00011"	884
"00011"	843
"00011"	622
"00011"	482
"00011"	229
"00010"	1147
"00010"	1146
"00010"	1133
"00010"	948
"00010"	904
"00010"	901
"00010"	842
"00010"	641
"00010"	573
"00010"	479
"00010"	332
"00010"	254
"00009"	1202
"00009"	1145
"00009"	1134
"00009"	1112
"00009"	1062
"00009"	1039
"00009"	1031
"00009"	997
"00009"	994
"00009"	977
"00009"	946
"00009"	932
"00009"	926
"00009"	923
"00009"	882
"00009"	611
"00009"	602
"00009"	395
"00009"	381
"00009"	290
"00009"	257
"00009"	215
"00009"	193
"00009"	154
"00009"	129
"00009"	123
"00008"	1119
"00008"	1013
"00008"	1005
"00008"	998
"00008"	931
"00008"	930
"00008"	890
"00008"	837
"00008"	827
"00008"	816
"00008"	715
"00008"	528
"00008"	514
"00008"	377
"00008"	240
"00008"	190
"00008"	172
"00008"	166
"00008"	107
"00008"	24
"00007"	1063
"00007"	1045
"00007"	990
"00007"	969
"00007"	961
"00007"	956
"00007"	954
"00007"	928
"00007"	920
"00007"	717
"00007"	662
"00007"	636
"00007"	619
"00007"	576
"00007"	481
"00007"	380
"00007"	378
"00007"	357
"00007"	350
"00007"	279
"00007"	262
"00007"	167
"00007"	8
"00006"	1102
"00006"	1010
"00006"	991
"00006"	983
"00006"	981
"00006"	968
"00006"	959
"00006"	853
"00006"	845
"00006"	678
"00006"	676
"00006"	667
"00006"	498
"00006"	472
"00006"	411
"00006"	394
"00006"	391
"00006"	298
"00006"	294
"00006"	249
"00006"	225
"00006"	144
"00006"	128
"00006"	127
"00006"	121
"00006"	116
"00005"	1193
"00005"	1153
"00005"	1140
"00005"	1129
"00005"	1118
"00005"	1108
"00005"	1106
"00005"	1101
"00005"	1006
"00005"	980
"00005"	971
"00005"	970
"00005"	893
"00005"	891
"00005"	821
"00005"	777
"00005"	745
"00005"	720
"00005"	713
"00005"	642
"00005"	635
"00005"	623
"00005"	616
"00005"	583
"00005"	577
"00005"	569
"00005"	509
"00005"	506
"00005"	504
"00005"	463
"00005"	455
"00005"	383
"00005"	374
"00005"	343
"00005"	333
"00005"	256
"00005"	242
"00005"	196
"00005"	176
"00005"	170
"00005"	150
"00005"	142
"00005"	132
"00005"	131
"00005"	124
"00004"	1192
"00004"	1167
"00004"	1142
"00004"	1141
"00004"	1137
"00004"	1114
"00004"	1034
"00004"	1018
"00004"	979
"00004"	963
"00004"	934
"00004"	911
"00004"	910
"00004"	908
"00004"	888
"00004"	847
"00004"	757
"00004"	733
"00004"	706
"00004"	705
"00004"	688
"00004"	661
"00004"	647
"00004"	617
"00004"	607
"00004"	592
"00004"	588
"00004"	579
"00004"	558
"00004"	552
"00004"	505
"00004"	501
"00004"	478
"00004"	456
"00004"	453
"00004"	451
"00004"	440
"00004"	422
"00004"	420
"00004"	419
"00004"	408
"00004"	406
"00004"	360
"00004"	336
"00004"	335
"00004"	302
"00004"	301
"00004"	295
"00004"	287
"00004"	283
"00004"	255
"00004"	243
"00004"	228
"00004"	226
"00004"	183
"00004"	177
"00004"	147
"00004"	146
"00004"	145
"00004"	139
"00004"	135
"00004"	117
"00004"	109
"00004"	61
"00004"	37
"00003"	1197
"00003"	1190
"00003"	1189
"00003"	1181
"00003"	1149
"00003"	1148
"00003"	1138
"00003"	1132
"00003"	1000
"00003"	976
"00003"	919
"00003"	874
"00003"	851
"00003"	848
"00003"	807
"00003"	782
"00003"	780
"00003"	761
"00003"	749
"00003"	741
"00003"	739
"00003"	693
"00003"	666
"00003"	652
"00003"	645
"00003"	644
"00003"	630
"00003"	626
"00003"	614
"00003"	606
"00003"	604
"00003"	595
"00003"	586
"00003"	574
"00003"	567
"00003"	562
"00003"	547
"00003"	542
"00003"	539
"00003"	535
"00003"	529
"00003"	511
"00003"	510
"00003"	508
"00003"	492
"00003"	480
"00003"	462
"00003"	442
"00003"	439
"00003"	437
"00003"	435
"00003"	407
"00003"	404
"00003"	396
"00003"	392
"00003"	390
"00003"	376
"00003"	370
"00003"	368
"00003"	363
"00003"	331
"00003"	327
"00003"	326
"00003"	315
"00003"	314
"00003"	307
"00003"	296
"00003"	293
"00003"	292
"00003"	291
"00003"	281
"00003"	253
"00003"	248
"00003"	237
"00003"	205
"00003"	187
"00003"	180
"00003"	157
"00003"	152
"00003"	148
"00003"	136
"00003"	134
"00003"	133
"00003"	119
"00003"	46
"00003"	42
"00003"	40
"00003"	38
"00003"	35
"00003"	1
"00002"	1205
"00002"	1204
"00002"	1201
"00002"	1198
"00002"	1195
"00002"	1187
"00002"	1185
"00002"	1184
"00002"	1180
"00002"	1177
"00002"	1174
"00002"	1173
"00002"	1171
"00002"	1165
"00002"	1159
"00002"	1154
"00002"	1144
"00002"	1139
"00002"	1128
"00002"	1124
"00002"	1120
"00002"	1090
"00002"	1073
"00002"	1071
"00002"	1067
"00002"	1064
"00002"	1058
"00002"	1057
"00002"	1041
"00002"	1019
"00002"	1014
"00002"	1012
"00002"	1007
"00002"	978
"00002"	973
"00002"	951
"00002"	915
"00002"	914
"00002"	892
"00002"	889
"00002"	885
"00002"	846
"00002"	811
"00002"	809
"00002"	806
"00002"	805
"00002"	804
"00002"	803
"00002"	802
"00002"	801
"00002"	800
"00002"	794
"00002"	770
"00002"	768
"00002"	767
"00002"	763
"00002"	760
"00002"	755
"00002"	753
"00002"	752
"00002"	742
"00002"	737
"00002"	736
"00002"	731
"00002"	729
"00002"	726
"00002"	721
"00002"	710
"00002"	709
"00002"	697
"00002"	696
"00002"	695
"00002"	687
"00002"	684
"00002"	677
"00002"	670
"00002"	664
"00002"	656
"00002"	650
"00002"	649
"00002"	643
"00002"	640
"00002"	632
"00002"	631
"00002"	625
"00002"	624
"00002"	620
"00002"	609
"00002"	605
"00002"	598
"00002"	593
"00002"	584
"00002"	582
"00002"	572
"00002"	571
"00002"	563
"00002"	555
"00002"	551
"00002"	550
"00002"	549
"00002"	543
"00002"	537
"00002"	536
"00002"	534
"00002"	533
"00002"	532
"00002"	531
"00002"	530
"00002"	524
"00002"	518
"00002"	516
"00002"	513
"00002"	502
"00002"	495
"00002"	494
"00002"	490
"00002"	489
"00002"	486
"00002"	473
"00002"	461
"00002"	452
"00002"	450
"00002"	447
"00002"	446
"00002"	444
"00002"	441
"00002"	433
"00002"	424
"00002"	418
"00002"	416
"00002"	403
"00002"	402
"00002"	400
"00002"	397
"00002"	389
"00002"	385
"00002"	365
"00002"	362
"00002"	361
"00002"	341
"00002"	334
"00002"	322
"00002"	320
"00002"	318
"00002"	306
"00002"	289
"00002"	268
"00002"	267
"00002"	265
"00002"	259
"00002"	250
"00002"	245
"00002"	241
"00002"	239
"00002"	235
"00002"	232
"00002"	231
"00002"	227
"00002"	223
"00002"	220
"00002"	213
"00002"	202
"00002"	200
"00002"	198
"00002"	191
"00002"	189
"00002"	188
"00002"	184
"00002"	168
"00002"	165
"00002"	164
"00002"	163
"00002"	162
"00002"	156
"00002"	149
"00002"	125
"00002"	122
"00002"	115
"00002"	112
"00002"	93
"00002"	82
"00002"	68
"00002"	66
"00002"	59
"00002"	52
"00002"	39
"00002"	15
"00001"	1200
"00001"	1199
"00001"	1196
"00001"	1194
"00001"	1191
"00001"	1188
"00001"	1186
"00001"	1183
"00001"	1182
"00001"	1179
"00001"	1178
"00001"	1176
"00001"	1175
"00001"	1172
"00001"	1170
"00001"	1169
"00001"	1168
"00001"	1166
"00001"	1164
"00001"	1163
"00001"	1162
"00001"	1161
"00001"	1160
"00001"	1158
"00001"	1157
"00001"	1156
"00001"	1155
"00001"	1152
"00001"	1143
"00001"	1136
"00001"	1130
"00001"	1127
"00001"	1113
"00001"	1105
"00001"	1069
"00001"	1043
"00001"	1040
"00001"	1032
"00001"	1029
"00001"	1023
"00001"	1017
"00001"	989
"00001"	987
"00001"	982
"00001"	972
"00001"	962
"00001"	958
"00001"	957
"00001"	955
"00001"	953
"00001"	925
"00001"	924
"00001"	922
"00001"	913
"00001"	894
"00001"	887
"00001"	856
"00001"	852
"00001"	849
"00001"	814
"00001"	813
"00001"	812
"00001"	810
"00001"	808
"00001"	799
"00001"	798
"00001"	797
"00001"	796
"00001"	795
"00001"	793
"00001"	792
"00001"	791
"00001"	790
"00001"	789
"00001"	788
"00001"	787
"00001"	786
"00001"	785
"00001"	784
"00001"	783
"00001"	781
"00001"	779
"00001"	778
"00001"	776
"00001"	775
"00001"	773
"00001"	772
"00001"	771
"00001"	769
"00001"	766
"00001"	765
"00001"	764
"00001"	762
"00001"	759
"00001"	758
"00001"	756
"00001"	754
"00001"	751
"00001"	750
"00001"	748
"00001"	747
"00001"	746
"00001"	744
"00001"	743
"00001"	740
"00001"	738
"00001"	735
"00001"	734
"00001"	732
"00001"	730
